locus_tag	ftype	length_bp	gene	EC_number	COG	product
LEMGDAED_03925	CDS	558				hypothetical protein
LEMGDAED_03926	CDS	882	flhA_2		COG1298	Flagellar biosynthesis protein FlhA
LEMGDAED_03927	CDS	981				hypothetical protein
LEMGDAED_03928	CDS	846	glmM_1	5.4.2.10	COG1109	Phosphoglucosamine mutase
LEMGDAED_03929	CDS	306	apt_2	2.4.2.7		Adenine phosphoribosyltransferase
LEMGDAED_03930	CDS	1110	mtnA	5.3.1.23	COG0182	Methylthioribose-1-phosphate isomerase
LEMGDAED_03931	CDS	423				hypothetical protein
LEMGDAED_03932	CDS	867				hypothetical protein
LEMGDAED_03933	CDS	402			COG1846	putative HTH-type transcriptional regulator
LEMGDAED_03934	CDS	1626	dmdB	6.2.1.44	COG0318	3-methylmercaptopropionyl-CoA ligase
LEMGDAED_03935	CDS	390				hypothetical protein
LEMGDAED_03936	CDS	348				hypothetical protein
LEMGDAED_03937	CDS	801	rlmB_1	2.1.1.185	COG0566	23S rRNA (guanosine-2'-O-)-methyltransferase RlmB
LEMGDAED_03938	CDS	555				hypothetical protein
LEMGDAED_03939	CDS	552				hypothetical protein
LEMGDAED_03940	CDS	369				hypothetical protein
LEMGDAED_03941	CDS	1389	ilvD_2	4.2.1.9	COG0129	Dihydroxy-acid dehydratase
LEMGDAED_03942	CDS	564				hypothetical protein
LEMGDAED_03943	CDS	537	comR_1			HTH-type transcriptional repressor ComR
LEMGDAED_03944	CDS	930				hypothetical protein
LEMGDAED_03945	CDS	288				hypothetical protein
LEMGDAED_03946	CDS	1941				hypothetical protein
LEMGDAED_03947	CDS	327				hypothetical protein
LEMGDAED_03948	CDS	537	livF_10		COG0410	High-affinity branched-chain amino acid transport ATP-binding protein LivF
LEMGDAED_03949	CDS	597				hypothetical protein
LEMGDAED_03950	CDS	816				hypothetical protein
LEMGDAED_03951	CDS	822				hypothetical protein
LEMGDAED_03952	CDS	696				hypothetical protein
LEMGDAED_03953	CDS	1215	lcfB_2	6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase
LEMGDAED_03954	CDS	1176			COG0840	Methyl-accepting chemotaxis protein
LEMGDAED_03955	CDS	573	xsc	2.3.3.15	COG0028	Sulfoacetaldehyde acetyltransferase
LEMGDAED_03956	CDS	594				hypothetical protein
LEMGDAED_03957	CDS	453				hypothetical protein
LEMGDAED_03958	tRNA	85				tRNA-Tyr(gta)
LEMGDAED_03959	tRNA	74				tRNA-Gly(tcc)
LEMGDAED_03960	CDS	186				hypothetical protein
LEMGDAED_03961	CDS	543				hypothetical protein
LEMGDAED_03962	CDS	408	rutC_2	1.-.-.-		Putative aminoacrylate peracid reductase RutC
LEMGDAED_03963	CDS	1080			COG4663	Monocarboxylate 2-oxoacid-binding periplasmic protein
LEMGDAED_03964	CDS	696	ygeA_2	5.1.1.10	COG1794	Broad specificity amino-acid racemase YgeA
LEMGDAED_03965	CDS	300				hypothetical protein
LEMGDAED_03966	CDS	537				hypothetical protein
LEMGDAED_03967	CDS	1068	argS	6.1.1.19		Arginine--tRNA ligase
LEMGDAED_03968	CDS	1947	btuB_1		COG4206	Vitamin B12 transporter BtuB
LEMGDAED_03969	CDS	477				hypothetical protein
LEMGDAED_03970	CDS	177	thiC_1	4.1.99.17	COG0422	Phosphomethylpyrimidine synthase
LEMGDAED_03971	CDS	3354				hypothetical protein
LEMGDAED_03972	CDS	879				hypothetical protein
LEMGDAED_03973	CDS	1197	uxuA	4.2.1.8	COG1312	Mannonate dehydratase
LEMGDAED_03974	CDS	156				hypothetical protein
LEMGDAED_03975	CDS	417	bphC	1.13.11.39		Manganese-dependent 2,3-dihydroxybiphenyl 1,2-dioxygenase
LEMGDAED_03976	CDS	315				hypothetical protein
LEMGDAED_03977	CDS	576				hypothetical protein
LEMGDAED_03978	CDS	159				hypothetical protein
LEMGDAED_03979	tRNA	76				tRNA-Val(tac)
LEMGDAED_03980	tRNA	77				tRNA-Asp(gtc)
LEMGDAED_03981	tRNA	77				tRNA-Asp(gtc)
LEMGDAED_03982	CDS	126				hypothetical protein
LEMGDAED_03983	CDS	825				hypothetical protein
LEMGDAED_03984	CDS	885	ribX_3			Riboflavin transport system permease protein RibX
LEMGDAED_03985	CDS	474	ssuB_5	3.6.3.-	COG1116	Aliphatic sulfonates import ATP-binding protein SsuB
LEMGDAED_03986	CDS	177				hypothetical protein
LEMGDAED_03987	CDS	1380	egtA	6.3.2.2		Glutamate--cysteine ligase EgtA
LEMGDAED_03988	CDS	129				hypothetical protein
LEMGDAED_03989	CDS	102				hypothetical protein
LEMGDAED_03990	CDS	432				hypothetical protein
LEMGDAED_03991	CDS	522				hypothetical protein
LEMGDAED_03992	CDS	180				hypothetical protein
LEMGDAED_03993	CDS	183				hypothetical protein
LEMGDAED_03994	CDS	204				hypothetical protein
LEMGDAED_03995	CDS	225				hypothetical protein
LEMGDAED_03996	CDS	318				hypothetical protein
LEMGDAED_03997	CDS	222				hypothetical protein
LEMGDAED_03998	CDS	279				hypothetical protein
LEMGDAED_03999	CDS	468	cnbH_4	3.5.99.5		2-amino-5-chloromuconic acid deaminase
LEMGDAED_04000	CDS	147				hypothetical protein
LEMGDAED_04001	CDS	261				hypothetical protein
LEMGDAED_04002	CDS	447		1.5.5.1	COG0644	Electron transfer flavoprotein-ubiquinone oxidoreductase
LEMGDAED_04003	CDS	111				hypothetical protein
LEMGDAED_04004	CDS	177				hypothetical protein
LEMGDAED_04005	CDS	1797				hypothetical protein
LEMGDAED_04006	CDS	969				hypothetical protein
LEMGDAED_04007	CDS	1623	mdoD_2		COG3131	Glucans biosynthesis protein D
LEMGDAED_04008	CDS	294				hypothetical protein
LEMGDAED_04009	CDS	702				hypothetical protein
LEMGDAED_04010	CDS	204				hypothetical protein
LEMGDAED_04011	CDS	726	scaC	7.2.2.5	COG1121	Manganese import ATP-binding protein ScaC
LEMGDAED_04012	CDS	876				hypothetical protein
LEMGDAED_04013	CDS	945	yfeA		COG0803	Periplasmic chelated iron-binding protein YfeA
LEMGDAED_04014	CDS	855	gyrB_1	5.6.2.2	COG0187	DNA gyrase subunit B
LEMGDAED_04015	CDS	909				hypothetical protein
LEMGDAED_04016	CDS	162				hypothetical protein
LEMGDAED_04017	CDS	609	yibF_2		COG0625	putative GST-like protein YibF
LEMGDAED_04018	CDS	966	dmlR_3			HTH-type transcriptional regulator DmlR
LEMGDAED_04019	CDS	588				hypothetical protein
LEMGDAED_04020	CDS	567				hypothetical protein
LEMGDAED_04021	CDS	303				hypothetical protein
LEMGDAED_04022	CDS	621	ureA	3.5.1.5	COG0831	Urease subunit alpha
LEMGDAED_04023	CDS	240				hypothetical protein
LEMGDAED_04024	CDS	447				hypothetical protein
LEMGDAED_04025	CDS	747				hypothetical protein
LEMGDAED_04026	CDS	189				hypothetical protein
LEMGDAED_04027	CDS	672				hypothetical protein
LEMGDAED_04028	CDS	855	mntB			Manganese transport system membrane protein MntB
LEMGDAED_04029	CDS	912	btuD_10	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
LEMGDAED_04030	CDS	288				hypothetical protein
LEMGDAED_04031	CDS	672	glaR_1		COG1802	HTH-type transcriptional repressor GlaR
LEMGDAED_04032	CDS	1374	dap_2	3.4.11.19		D-aminopeptidase
LEMGDAED_04033	CDS	492	eda		COG0800	KHG/KDPG aldolase
LEMGDAED_04034	CDS	324				hypothetical protein
LEMGDAED_04035	CDS	879	hemC_1	2.5.1.61	COG0181	Porphobilinogen deaminase
LEMGDAED_04036	CDS	786		3.1.4.-	COG2206	Cyclic di-GMP phosphodiesterase
LEMGDAED_04037	CDS	351	erpA_1		COG0316	Iron-sulfur cluster insertion protein ErpA
LEMGDAED_04038	CDS	141				hypothetical protein
LEMGDAED_04039	CDS	183				hypothetical protein
LEMGDAED_04040	CDS	453				hypothetical protein
LEMGDAED_04041	CDS	264				hypothetical protein
LEMGDAED_04042	CDS	1167				hypothetical protein
LEMGDAED_04043	CDS	789				hypothetical protein
LEMGDAED_04044	CDS	525				hypothetical protein
LEMGDAED_04045	CDS	189				hypothetical protein
LEMGDAED_04046	CDS	264				hypothetical protein
LEMGDAED_04047	CDS	2145	dnaK_2			Chaperone protein DnaK
LEMGDAED_04048	CDS	801	COQ5_3	2.1.1.163		2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
LEMGDAED_04049	CDS	963				hypothetical protein
LEMGDAED_04050	CDS	678				hypothetical protein
LEMGDAED_04051	CDS	777				hypothetical protein
LEMGDAED_04052	CDS	198				hypothetical protein
LEMGDAED_04053	CDS	312				hypothetical protein
LEMGDAED_04054	CDS	192				hypothetical protein
LEMGDAED_04055	CDS	1098	namA_1	1.6.99.1	COG1902	NADPH dehydrogenase
LEMGDAED_04056	CDS	939				hypothetical protein
LEMGDAED_04057	CDS	630				hypothetical protein
LEMGDAED_04058	CDS	1065	safD_1	1.2.1.73	COG1012	Sulfoacetaldehyde dehydrogenase
LEMGDAED_04059	CDS	165				hypothetical protein
LEMGDAED_04060	CDS	900				hypothetical protein
LEMGDAED_04061	CDS	255				hypothetical protein
LEMGDAED_04062	CDS	705	rspR_4		COG1802	HTH-type transcriptional repressor RspR
LEMGDAED_04063	CDS	474	glxR_3	1.1.1.60	COG2084	2-hydroxy-3-oxopropionate reductase
LEMGDAED_04064	CDS	315	ihfA		COG0776	Integration host factor subunit alpha
LEMGDAED_04065	CDS	507	fabH_1	2.3.1.180	COG0332	3-oxoacyl-[acyl-carrier-protein] synthase 3
LEMGDAED_04066	CDS	183				hypothetical protein
LEMGDAED_04067	CDS	267				hypothetical protein
LEMGDAED_04068	CDS	267				hypothetical protein
LEMGDAED_04069	CDS	255				hypothetical protein
LEMGDAED_04070	CDS	252				hypothetical protein
LEMGDAED_04071	CDS	633	nagL	5.2.1.4		Maleylpyruvate isomerase
LEMGDAED_04072	CDS	606				hypothetical protein
LEMGDAED_04073	CDS	189				hypothetical protein
LEMGDAED_04074	CDS	873	potB_3		COG1176	Spermidine/putrescine transport system permease protein PotB
LEMGDAED_04075	CDS	1047				hypothetical protein
LEMGDAED_04076	CDS	1056	ugpC_3	7.6.2.10	COG3839	sn-glycerol-3-phosphate import ATP-binding protein UgpC
LEMGDAED_04077	CDS	816				hypothetical protein
LEMGDAED_04078	CDS	441				hypothetical protein
LEMGDAED_04079	CDS	306				hypothetical protein
LEMGDAED_04080	CDS	219				hypothetical protein
LEMGDAED_04081	CDS	924	hcxB	1.1.1.-	COG2055	Hydroxycarboxylate dehydrogenase B
LEMGDAED_04082	CDS	363				hypothetical protein
LEMGDAED_04083	CDS	969				hypothetical protein
LEMGDAED_04084	CDS	1173				hypothetical protein
LEMGDAED_04085	CDS	678	apbC_1		COG0489	Iron-sulfur cluster carrier protein
LEMGDAED_04086	CDS	678				hypothetical protein
LEMGDAED_04087	CDS	402				hypothetical protein
LEMGDAED_04088	CDS	123				hypothetical protein
LEMGDAED_04089	CDS	633	mobA	2.7.7.77	COG0746	Molybdenum cofactor guanylyltransferase
LEMGDAED_04090	CDS	234	fdhD_2			Sulfur carrier protein FdhD
LEMGDAED_04091	CDS	684				hypothetical protein
LEMGDAED_04092	CDS	906				hypothetical protein
LEMGDAED_04093	CDS	315				hypothetical protein
LEMGDAED_04094	CDS	2733				hypothetical protein
LEMGDAED_04095	CDS	423	mdtK			Multidrug resistance protein MdtK
LEMGDAED_04096	CDS	216				hypothetical protein
LEMGDAED_04097	CDS	2352				hypothetical protein
LEMGDAED_04098	CDS	294				hypothetical protein
LEMGDAED_04099	CDS	543				hypothetical protein
LEMGDAED_04100	CDS	318	csqR_2		COG1349	HTH-type transcriptional repressor CsqR
LEMGDAED_04101	CDS	252				hypothetical protein
LEMGDAED_04102	CDS	423	clpS_1			ATP-dependent Clp protease adapter protein ClpS
LEMGDAED_04103	CDS	345				hypothetical protein
LEMGDAED_04104	CDS	333				hypothetical protein
LEMGDAED_04105	CDS	903	gpsA_1	1.1.1.94		Glycerol-3-phosphate dehydrogenase [NAD(P)+]
LEMGDAED_04106	CDS	336				hypothetical protein
LEMGDAED_04107	CDS	1398	rpoC_1	2.7.7.6	COG0086	DNA-directed RNA polymerase subunit beta'
LEMGDAED_04108	CDS	702				hypothetical protein
LEMGDAED_04109	CDS	510				hypothetical protein
LEMGDAED_04110	CDS	423	uspF		COG0589	Universal stress protein F
LEMGDAED_04111	CDS	414				hypothetical protein
LEMGDAED_04112	CDS	396		3.5.1.-	COG0123	Histone deacetylase-like amidohydrolase
LEMGDAED_04113	CDS	519				hypothetical protein
LEMGDAED_04114	CDS	852	aatA_1	2.6.1.1	COG0436	Aspartate/prephenate aminotransferase
LEMGDAED_04115	CDS	267				hypothetical protein
LEMGDAED_04116	CDS	219				hypothetical protein
LEMGDAED_04117	CDS	702	ompA_2			Outer membrane protein A
LEMGDAED_04118	CDS	1197	trpB_2	4.2.1.20		Tryptophan synthase beta chain
LEMGDAED_04119	CDS	1062	mch_2	4.2.1.148	COG2030	Beta-methylmalyl-CoA dehydratase
LEMGDAED_04120	CDS	396	sdhC		COG2009	Succinate dehydrogenase cytochrome b556 subunit
LEMGDAED_04121	CDS	393				hypothetical protein
LEMGDAED_04122	CDS	333				hypothetical protein
LEMGDAED_04123	CDS	1125				hypothetical protein
LEMGDAED_04124	CDS	492		2.4.-.-		putative glycosyltransferase
LEMGDAED_04125	CDS	606				hypothetical protein
LEMGDAED_04126	CDS	465	yfhA		COG0609	putative siderophore transport system permease protein YfhA
LEMGDAED_04127	CDS	435				hypothetical protein
LEMGDAED_04128	CDS	870	phnD2		COG3221	putative ABC transporter phosphonate/phosphite binding protein PhnD2
LEMGDAED_04129	CDS	828	phnC_2	7.3.2.1	COG3638	Phosphate-import ATP-binding protein PhnC
LEMGDAED_04130	CDS	210				hypothetical protein
LEMGDAED_04131	CDS	840				hypothetical protein
LEMGDAED_04132	CDS	426	ohrA		COG1764	Organic hydroperoxide resistance protein OhrA
LEMGDAED_04133	CDS	489	ohrR			Organic hydroperoxide resistance transcriptional regulator
LEMGDAED_04134	CDS	252				hypothetical protein
LEMGDAED_04135	CDS	567	rplI_1		COG0359	50S ribosomal protein L9
LEMGDAED_04136	CDS	342				hypothetical protein
LEMGDAED_04137	CDS	771	fabG_10	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
LEMGDAED_04138	CDS	624				hypothetical protein
LEMGDAED_04139	CDS	282				hypothetical protein
LEMGDAED_04140	CDS	1071				Purine-binding protein
LEMGDAED_04141	CDS	453				hypothetical protein
LEMGDAED_04142	CDS	516	dppB_10		COG0601	Dipeptide transport system permease protein DppB
LEMGDAED_04143	CDS	849	oppC_2		COG1173	Oligopeptide transport system permease protein OppC
LEMGDAED_04144	CDS	564	sigK		COG1595	ECF RNA polymerase sigma factor SigK
LEMGDAED_04145	CDS	756				hypothetical protein
LEMGDAED_04146	CDS	318	gdx_1		COG2076	Guanidinium exporter
LEMGDAED_04147	CDS	1023	yhdW_8			Putative amino-acid ABC transporter-binding protein YhdW
LEMGDAED_04148	CDS	981				hypothetical protein
LEMGDAED_04149	CDS	702				hypothetical protein
LEMGDAED_04150	CDS	1092	recD2_6	3.6.4.12	COG0507	ATP-dependent RecD-like DNA helicase
LEMGDAED_04151	CDS	453				hypothetical protein
LEMGDAED_04152	CDS	1584	lcfB_3	6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase
LEMGDAED_04153	CDS	858	lapB			Lipopolysaccharide assembly protein B
LEMGDAED_04154	CDS	960	pgrR_3			HTH-type transcriptional regulator PgrR
LEMGDAED_04155	CDS	588				hypothetical protein
LEMGDAED_04156	CDS	918				hypothetical protein
LEMGDAED_04157	CDS	1041	eno_2	4.2.1.11		Enolase
LEMGDAED_04158	CDS	627	hcaB_4	1.3.1.87		3-phenylpropionate-dihydrodiol/cinnamic acid-dihydrodiol dehydrogenase
LEMGDAED_04159	CDS	843				hypothetical protein
LEMGDAED_04160	CDS	1200	nhaA		COG3004	Na(+)/H(+) antiporter NhaA
LEMGDAED_04161	CDS	3333	carB_2	6.3.5.5	COG0458	Carbamoyl-phosphate synthase large chain
LEMGDAED_04162	CDS	474	greA_1		COG0782	Transcription elongation factor GreA
LEMGDAED_04163	CDS	483				hypothetical protein
LEMGDAED_04164	CDS	468				hypothetical protein
LEMGDAED_04165	CDS	486				hypothetical protein
LEMGDAED_04166	CDS	465	lrp_5		COG1522	Leucine-responsive regulatory protein
LEMGDAED_04167	CDS	516				hypothetical protein
LEMGDAED_04168	CDS	1044	tsaD_1	2.3.1.234	COG0533	tRNA N6-adenosine threonylcarbamoyltransferase
LEMGDAED_04169	CDS	1119				hypothetical protein
LEMGDAED_04170	CDS	1029	yhdW_9			Putative amino-acid ABC transporter-binding protein YhdW
LEMGDAED_04171	CDS	246				hypothetical protein
LEMGDAED_04172	CDS	1494	aam_1	3.5.1.13	COG0154	Acylamidase
LEMGDAED_04173	CDS	1398	lpdV	1.8.1.4	COG1249	Dihydrolipoyl dehydrogenase
LEMGDAED_04174	CDS	696	bkdB	2.3.1.168	COG0508	Lipoamide acyltransferase component of branched-chain alpha-keto acid dehydrogenase complex
LEMGDAED_04175	CDS	339	pgrR_4			HTH-type transcriptional regulator PgrR
LEMGDAED_04176	CDS	492	xerD_2		COG4974	Tyrosine recombinase XerD
LEMGDAED_04177	CDS	462				hypothetical protein
LEMGDAED_04178	CDS	1116				hypothetical protein
LEMGDAED_04179	CDS	339				hypothetical protein
LEMGDAED_04180	CDS	1356				hypothetical protein
LEMGDAED_04181	CDS	1023	acoA_2	1.1.1.-	COG1071	Acetoin:2,6-dichlorophenolindophenol oxidoreductase subunit alpha
LEMGDAED_04182	CDS	270				hypothetical protein
LEMGDAED_04183	CDS	627				hypothetical protein
LEMGDAED_04184	CDS	447				hypothetical protein
LEMGDAED_04185	CDS	258				hypothetical protein
LEMGDAED_04186	CDS	363				hypothetical protein
LEMGDAED_04187	CDS	171				hypothetical protein
LEMGDAED_04188	CDS	1194				hypothetical protein
LEMGDAED_04189	CDS	720	rutD_2	3.5.1.-		Putative aminoacrylate hydrolase RutD
LEMGDAED_04190	CDS	489				hypothetical protein
LEMGDAED_04191	CDS	264	hcnA	1.4.99.5	COG0446	Hydrogen cyanide synthase subunit HcnA
LEMGDAED_04192	CDS	447				hypothetical protein
LEMGDAED_04193	CDS	675			COG0664	Cyclic AMP receptor protein
LEMGDAED_04194	CDS	1143				hypothetical protein
LEMGDAED_04195	CDS	375				hypothetical protein
LEMGDAED_04196	CDS	129				hypothetical protein
LEMGDAED_04197	CDS	240				hypothetical protein
LEMGDAED_04198	CDS	717	lexA_1	3.4.21.88		LexA repressor
LEMGDAED_04199	CDS	309				hypothetical protein
LEMGDAED_04200	CDS	240				hypothetical protein
LEMGDAED_04201	CDS	327				hypothetical protein
LEMGDAED_04202	CDS	204				hypothetical protein
LEMGDAED_04203	CDS	405				hypothetical protein
LEMGDAED_04204	CDS	720				hypothetical protein
LEMGDAED_04205	CDS	1761				hypothetical protein
LEMGDAED_04206	CDS	528				hypothetical protein
LEMGDAED_04207	CDS	813				hypothetical protein
LEMGDAED_04208	CDS	1020				hypothetical protein
LEMGDAED_04209	CDS	294				hypothetical protein
LEMGDAED_04210	CDS	114				hypothetical protein
LEMGDAED_04211	CDS	843				hypothetical protein
LEMGDAED_04212	CDS	309				hypothetical protein
LEMGDAED_04213	CDS	504				hypothetical protein
LEMGDAED_04214	CDS	810	xylB_1	2.7.1.17		Xylulose kinase
LEMGDAED_04215	CDS	555				hypothetical protein
LEMGDAED_04216	CDS	609	ftsH4_1	3.4.24.-		ATP-dependent zinc metalloprotease FtsH 4
LEMGDAED_04217	CDS	147				hypothetical protein
LEMGDAED_04218	CDS	459	lrp_6		COG1522	Leucine-responsive regulatory protein
LEMGDAED_04219	CDS	1005				hypothetical protein
LEMGDAED_04220	CDS	165				hypothetical protein
LEMGDAED_04221	CDS	867				hypothetical protein
LEMGDAED_04222	CDS	1347	fadR_3			Fatty acid metabolism regulator protein
LEMGDAED_04223	CDS	1449		3.5.4.32	COG0402	8-oxoguanine deaminase
LEMGDAED_04224	CDS	1203	potA_3	7.6.2.11	COG3842	Spermidine/putrescine import ATP-binding protein PotA
LEMGDAED_04225	CDS	477				hypothetical protein
LEMGDAED_04226	CDS	438				hypothetical protein
LEMGDAED_04227	CDS	765	ompR_4			Transcriptional regulatory protein OmpR
LEMGDAED_04228	CDS	1488				hypothetical protein
LEMGDAED_04229	CDS	1443	ftsP_1			Cell division protein FtsP
LEMGDAED_04230	CDS	480	petE_2			Plastocyanin
LEMGDAED_04231	CDS	279				hypothetical protein
LEMGDAED_04232	CDS	279				hypothetical protein
LEMGDAED_04233	CDS	351				hypothetical protein
LEMGDAED_04234	CDS	396				hypothetical protein
LEMGDAED_04235	CDS	867			COG1073	putative protein
LEMGDAED_04236	CDS	483				hypothetical protein
LEMGDAED_04237	CDS	1296	pntB_1	7.1.1.1	COG1282	NAD(P) transhydrogenase subunit beta
LEMGDAED_04238	CDS	1194	ispDF	4.6.1.12		Bifunctional enzyme IspD/IspF
LEMGDAED_04239	CDS	576				hypothetical protein
LEMGDAED_04240	CDS	630				hypothetical protein
LEMGDAED_04241	CDS	459				hypothetical protein
LEMGDAED_04242	CDS	1155				hypothetical protein
LEMGDAED_04243	CDS	1125				hypothetical protein
LEMGDAED_04244	CDS	534				hypothetical protein
LEMGDAED_04245	CDS	252	rutC_3	1.-.-.-	COG0251	Putative aminoacrylate peracid reductase RutC
LEMGDAED_04246	CDS	231				hypothetical protein
LEMGDAED_04247	CDS	546				hypothetical protein
LEMGDAED_04248	CDS	408				hypothetical protein
LEMGDAED_04249	CDS	243	denD_2	1.1.1.410	COG0451	D-erythronate dehydrogenase
LEMGDAED_04250	CDS	411				hypothetical protein
LEMGDAED_04251	CDS	1578	guaB_1	1.1.1.205	COG0516	Inosine-5'-monophosphate dehydrogenase
LEMGDAED_04252	CDS	756	cobB	2.3.1.286	COG0846	NAD-dependent protein deacetylase
LEMGDAED_04253	CDS	1392				hypothetical protein
LEMGDAED_04254	CDS	615				hypothetical protein
LEMGDAED_04255	CDS	678				hypothetical protein
LEMGDAED_04256	CDS	201				hypothetical protein
LEMGDAED_04257	CDS	312				hypothetical protein
LEMGDAED_04258	CDS	777	gdh_2	1.1.1.47	COG1028	Glucose 1-dehydrogenase
LEMGDAED_04259	CDS	798	aroE_2	1.1.1.25	COG0169	Shikimate dehydrogenase (NADP(+))
LEMGDAED_04260	CDS	705	livF_11		COG0410	High-affinity branched-chain amino acid transport ATP-binding protein LivF
LEMGDAED_04261	CDS	1830	btuD_11	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
LEMGDAED_04262	CDS	873	livH_10		COG0559	High-affinity branched-chain amino acid transport system permease protein LivH
LEMGDAED_04263	CDS	1209			COG0683	Leu/Ile/Val-binding protein 
LEMGDAED_04264	CDS	978				hypothetical protein
LEMGDAED_04265	CDS	1263	wbpE	2.6.1.98	COG0399	UDP-2-acetamido-2-deoxy-3-oxo-D-glucuronate aminotransferase
LEMGDAED_04266	CDS	831	alr	5.1.1.1	COG0787	Alanine racemase, biosynthetic
LEMGDAED_04267	CDS	687				hypothetical protein
LEMGDAED_04268	CDS	276				hypothetical protein
LEMGDAED_04269	CDS	552				hypothetical protein
LEMGDAED_04270	CDS	1284	safD_2	1.2.1.73	COG1012	Sulfoacetaldehyde dehydrogenase
LEMGDAED_04271	CDS	1038	ltaA	4.1.2.49		L-allo-threonine aldolase
LEMGDAED_04272	CDS	507				hypothetical protein
LEMGDAED_04273	CDS	753				hypothetical protein
LEMGDAED_04274	CDS	411				hypothetical protein
LEMGDAED_04275	CDS	1554				hypothetical protein
LEMGDAED_04276	CDS	195				hypothetical protein
LEMGDAED_04277	CDS	1026	cytR_1		COG1609	HTH-type transcriptional repressor CytR
LEMGDAED_04278	CDS	597				hypothetical protein
LEMGDAED_04279	CDS	297	gyrB_2	5.6.2.2		DNA gyrase subunit B
LEMGDAED_04280	CDS	720				hypothetical protein
LEMGDAED_04281	CDS	504				hypothetical protein
LEMGDAED_04282	CDS	372	divK			Polar-differentiation response regulator DivK
LEMGDAED_04283	CDS	360				hypothetical protein
LEMGDAED_04284	CDS	432				hypothetical protein
LEMGDAED_04285	CDS	1041				hypothetical protein
LEMGDAED_04286	CDS	957	cmoM_1	2.1.1.-		tRNA 5-carboxymethoxyuridine methyltransferase
LEMGDAED_04287	CDS	381				hypothetical protein
LEMGDAED_04288	CDS	219				hypothetical protein
LEMGDAED_04289	CDS	255				hypothetical protein
LEMGDAED_04290	CDS	822				hypothetical protein
LEMGDAED_04291	CDS	678				hypothetical protein
LEMGDAED_04292	CDS	969				hypothetical protein
LEMGDAED_04293	CDS	1248	dadA1_2	1.4.99.-	COG0665	D-amino acid dehydrogenase 1
LEMGDAED_04294	CDS	879				hypothetical protein
LEMGDAED_04295	CDS	201				hypothetical protein
LEMGDAED_04296	CDS	1800				hypothetical protein
LEMGDAED_04297	CDS	1068				hypothetical protein
LEMGDAED_04298	CDS	450				hypothetical protein
LEMGDAED_04299	CDS	159				hypothetical protein
LEMGDAED_04300	CDS	1005				hypothetical protein
LEMGDAED_04301	CDS	135	rsh	2.7.6.5		GTP pyrophosphokinase rsh
LEMGDAED_04302	CDS	282				hypothetical protein
LEMGDAED_04303	CDS	486	mrpE_2		COG1863	Na(+)/H(+) antiporter subunit E
LEMGDAED_04304	CDS	567				hypothetical protein
LEMGDAED_04305	CDS	231				hypothetical protein
LEMGDAED_04306	CDS	201				hypothetical protein
LEMGDAED_04307	CDS	345				hypothetical protein
LEMGDAED_04308	CDS	411	ros_3		COG4957	Transcriptional regulatory protein ros
LEMGDAED_04309	CDS	204	ribX_4			Riboflavin transport system permease protein RibX
LEMGDAED_04310	CDS	993				hypothetical protein
LEMGDAED_04311	CDS	783	nrtD_3	7.3.2.4	COG1116	Nitrate import ATP-binding protein NrtD
LEMGDAED_04312	CDS	930	araD_2	4.2.1.43		L-2-keto-3-deoxyarabonate dehydratase
LEMGDAED_04313	CDS	450	nagK	3.7.1.20		Fumarylpyruvate hydrolase
LEMGDAED_04314	CDS	1242				hypothetical protein
LEMGDAED_04315	CDS	138				hypothetical protein
LEMGDAED_04316	CDS	552				hypothetical protein
LEMGDAED_04317	CDS	843	dapD_1	2.3.1.117		2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase
LEMGDAED_04318	CDS	375				hypothetical protein
LEMGDAED_04319	CDS	906				hypothetical protein
LEMGDAED_04320	CDS	2217	ppk_1	2.7.4.1	COG0855	Polyphosphate kinase
LEMGDAED_04321	CDS	384				hypothetical protein
LEMGDAED_04322	CDS	345				hypothetical protein
LEMGDAED_04323	CDS	171				hypothetical protein
LEMGDAED_04324	CDS	501				hypothetical protein
LEMGDAED_04325	CDS	450	ilvX_2	2.2.1.6	COG0028	Putative acetolactate synthase large subunit IlvX
LEMGDAED_04326	CDS	507	msrA3	1.8.4.11		Peptide methionine sulfoxide reductase MsrA 3
LEMGDAED_04327	CDS	387			COG3474	Cytochrome c-550
LEMGDAED_04328	CDS	354				hypothetical protein
LEMGDAED_04329	CDS	411				hypothetical protein
LEMGDAED_04330	CDS	207				hypothetical protein
LEMGDAED_04331	CDS	1410	glnA	6.3.1.2	COG0174	Glutamine synthetase
LEMGDAED_04332	CDS	1368				hypothetical protein
LEMGDAED_04333	CDS	948				hypothetical protein
LEMGDAED_04334	CDS	939	mshA_5	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
LEMGDAED_04335	CDS	804				hypothetical protein
LEMGDAED_04336	CDS	225				hypothetical protein
LEMGDAED_04337	CDS	213				hypothetical protein
LEMGDAED_04338	CDS	243				hypothetical protein
